10000000.0,6638.999385602218,37093.577235074255,52968.80836961042,423822.99108086835
10647859.778233502,9144.212045698187,48280.24157778849,67865.62890095812,534112.0827674739
11337691.785692256,12594.761786216695,62840.66862718335,86951.97363492078,673101.7292976058
12072215.234288095,17347.368718410708,81792.36676996366,111406.07957166323,848260.8105915874
12854325.502735365,23893.35919479718,106459.72459182504,142737.5407179595,1069001.8930405292
13687105.549689703,32909.45792139051,138566.56705729314,182880.49468710087,1347187.0553320681
14573838.066297753,53868.87155185368,211101.19706852894,259930.302666184,1902464.6101262895
15518018.416061984,72909.6090605419,272198.91302667285,331669.42561007984,2381082.0102897547
16523368.413027314,98808.2708884677,351159.8010303554,423253.43641727604,2981262.072014377
17593850.99260071,134114.33296111843,453239.87476412905,540198.0001030157,3734059.169074571
18733685.83283467,182295.38297087178,585258.5416385134,689543.2091032531,4678539.978824612
19947365.987750262,248109.0859393645,756058.380848947,880287.7569925139,5863820.755432841
21239675.5982669,284447.2330605225,866499.4127324237,1003288.1230419241,6555822.782251807
22615708.75055137,323832.6081691693,988374.2190126961,1138428.0469228611,7294864.856745031
24080889.55612389,368888.37100197905,1128009.9116416858,1292542.9548006104,8119630.033236437
25640993.532873474,420473.9631216279,1288113.2610821375,1468453.985686086,9040441.2890585
27302170.371262826,479587.2024796273,1471825.1228122031,1669431.920367377,10068921.730731102
29070968.175464787,547387.9951270605,1682793.7524868061,1899274.2670668354,11218166.436184311
30954359.274983764,625226.3449984984,1925261.0996999093,2162396.458185279,12502938.100742215
32959767.70850881,714675.4768573293,2204164.468861383,2463939.8777802363,13939889.92738261
35095098.488335036,816727.065751623,2522125.9356803834,2807397.132319344,15533657.089728922
37368768.76070852,929957.0191439771,2872770.7551060217,3189121.0445213774,17249583.816010077
39789740.98492568,1059172.173240771,3272669.9185146717,3624022.187068916,19155546.224834763
42367558.26197192,1206669.9257110388,3728801.894173148,4119701.669357669,21272586.700910516
45112381.95196144,1375083.0730179884,4249139.558920871,4684874.05111309,23624068.78661977
48035031.72865971,1567429.354634773,4842792.183655575,5329533.831099619,26235931.261155598
51147028.22897648,1786670.8974679434,5521022.350137172,6072408.1133244,29129351.59127534
54460638.465549216,2035079.1815409518,6297855.376280053,6949484.981776012,32313026.8028265
57988924.18142366,2318155.3203522847,7184239.329233928,7959442.592426385,35840551.14349643
61745793.3374413,2640705.282708522,8195498.0626786435,9123263.793870348,39748277.592531875
65746054.93528593,3013041.7623477746,9340646.443008743,10422916.193326142,44122258.27241635
70005477.39229599,3440536.480935637,10643260.386158925,11897299.121970003,48993163.92328563
74540850.69814631,3929763.126075048,12128266.802115833,13585846.823790442,54401208.32351489
79370052.59840992,4489770.2907396015,13821225.210379763,15520419.796892166,60405357.936526716
84512119.06588864,5130947.214898764,15751267.02180393,17737707.765854295,67071001.0776369
89987319.33749545,5865223.579593107,17951591.676492725,20279970.680369798,74470640.01855645
95817235.81247714,6646644.164606592,20555615.652967334,23157504.499728534,82687116.8996067
102024849.126919,7515473.464172699,23582406.340153567,26434502.785177,91762785.85598248
108634628.739886,8500632.077726485,27085628.90673076,30172306.216810316,101725286.12044077
115672629.38827589,9613494.628010146,31118112.962014094,34446884.974321745,112765563.08009622
123166593.7905936,10886296.948730713,35554483.59192626,39035830.26250644,124884424.44117823
131146062.00448829,12354205.77951782,40274648.29632874,43733511.19039661,138112329.09615198
139642487.8691305,14020230.188015684,45620045.21896599,48996523.805901155,152739562.23891944
148689362.99141774,15911118.19827123,51673285.77088389,54892916.99785438,168913887.62274823
158322348.76474744,18057228.080507148,58527867.235085875,61498935.207791016,186798635.9138221
168579416.94076073,20493015.14773434,66289603.13433169,68900006.43781003,206574340.00656202
179500999.30815855,23236467.362487763,75226087.5006751,77466722.97739041,228038938.3491146
191130147.0686057,26313456.95046077,85571427.45505366,87483426.75250182,251155798.3487581
203512700.53796563,29836880.137879647,97754344.82469657,98998945.4069064,277018393.0141375
216697469.8417879,33956946.43030943,112943945.42176956,112662385.63430125,306746565.31292295
230736427.31733456,38638996.99207364,130473482.07817076,128186669.58813322,339659021.20197475
245684912.38055393,43958852.29942724,150701224.3148735,145822221.37218693,376098370.35323596
261601849.6655717,50002484.49485588,174040161.59669903,165852884.26892838,416444467.8838898
278549981.29655224,56867372.71414508,200966373.790453,188600365.97295135,461118513.77977407
296596114.20752585,44546019.414681405,159431344.72456056,142187294.29332647,428416463.2720505
315811383.4850658,49210699.536392644,177042981.39636508,156147678.26521444,462156858.2544325
336271532.7718901,53996581.100652374,194706844.54635093,170095990.98331627,495195876.69806665
358057212.8366745,59247903.36303102,214133059.74735203,185290274.37381983,530596813.4389727
381254299.48700106,65009931.765339814,235497459.69945768,201841828.12922835,568528519.0757906
405954232.078622,71332333.94333433,258993420.21419588,219871894.087417,609171915.1262634
432254373.95536363,78269607.85269178,284833610.5189931,239512544.34059483,652720856.9622008
460258396.24048096,85881551.53146484,313251918.1923149,260907648.67699462,699383058.4346017
490076686.4923265,94233778.54828463,344505566.15270346,284213928.4419118,749381082.5990835
521826783.8351603,103398283.57937609,378877440.8632094,309602104.53771573,802953403.2670431
555633842.280334,113454062.9895568,416678652.82451,337258147.9720583,860355542.4457582
591631124.0642093,124487795.76652226,458251352.5325824,367384642.1146875,921861289.0927137
629960524.9474356,134795010.027587,503938848.2658141,404724008.54802155,990500637.4664861
670773133.5462676,145398709.41537747,554170916.9458001,447304733.04016405,1065099807.2459152
